NASA_Name,Canonical_Name,Canonical_Name_Status,ExoMAST_Query_Name
HAT-P-61 b,HAT-P-61 b,exact,HAT-P-61 b
HAT-P-62 b,HAT-P-62 b,exact,HAT-P-62 b
HAT-P-63 b,HAT-P-63 b,exact,HAT-P-63 b
HAT-P-64 b,HAT-P-64 b,exact,HAT-P-64 b
HAT-P-65 b,HAT-P-65 b,exact,HAT-P-65 b
HAT-P-66 b,HAT-P-66 b,exact,HAT-P-66 b
HAT-P-67 b,HAT-P-67 b,exact,HAT-P-67 b
HAT-P-68 b,HAT-P-68 b,exact,HAT-P-68 b
HAT-P-69 b,HAT-P-69 b,exact,HAT-P-69 b
HAT-P-7 b,HAT-P-7 b,exact,HAT-P-7 b
HAT-P-70 b,HAT-P-70 b,exact,HAT-P-70 b
HAT-P-8 b,HAT-P-8 b,exact,HAT-P-8 b
HAT-P-9 b,HAT-P-9 b,exact,HAT-P-9 b
HATS-1 b,HATS-1 b,exact,HATS-1 b
HATS-10 b,HATS-10 b,exact,HATS-10 b
HATS-11 b,HATS-11 b,exact,HATS-11 b
HATS-12 b,HATS-12 b,exact,HATS-12 b
HATS-13 b,HATS-13 b,exact,HATS-13 b
HATS-14 b,HATS-14 b,exact,HATS-14 b
HATS-15 b,HATS-15 b,exact,HATS-15 b
HATS-16 b,HATS-16 b,exact,HATS-16 b
HATS-17 b,HATS-17 b,exact,HATS-17 b
HATS-18 b,HATS-18 b,exact,HATS-18 b
HATS-2 b,HATS-2 b,exact,HATS-2 b
HATS-22 b,HATS-22 b,exact,HATS-22 b
HATS-23 b,HATS-23 b,exact,HATS-23 b
HATS-24 b,HATS-24 b,exact,HATS-24 b
HATS-25 b,HATS-25 b,exact,HATS-25 b
HATS-26 b,HATS-26 b,exact,HATS-26 b
HATS-27 b,HATS-27 b,exact,HATS-27 b
HATS-28 b,HATS-28 b,exact,HATS-28 b
HATS-29 b,HATS-29 b,exact,HATS-29 b
HATS-3 b,HATS-3 b,exact,HATS-3 b
HATS-30 b,HATS-30 b,exact,HATS-30 b
HATS-31 b,HATS-31 b,exact,HATS-31 b
HATS-32 b,HATS-32 b,exact,HATS-32 b
HATS-33 b,HATS-33 b,exact,HATS-33 b
HATS-34 b,HATS-34 b,exact,HATS-34 b
HATS-35 b,HATS-35 b,exact,HATS-35 b
HATS-36 b,HATS-36 b,exact,HATS-36 b
HATS-37 A b,HATS-37 A b,exact,HATS-37 A b
HATS-38 b,HATS-38 b,exact,HATS-38 b
HATS-39 b,HATS-39 b,exact,HATS-39 b
HATS-4 b,HATS-4 b,exact,HATS-4 b
HATS-40 b,HATS-40 b,exact,HATS-40 b
HATS-41 b,HATS-41 b,exact,HATS-41 b
HATS-42 b,HATS-42 b,exact,HATS-42 b
HATS-43 b,HATS-43 b,exact,HATS-43 b
HATS-44 b,HATS-44 b,exact,HATS-44 b
HATS-45 b,HATS-45 b,exact,HATS-45 b
HATS-46 b,HATS-46 b,exact,HATS-46 b
HATS-47 b,HATS-47 b,exact,HATS-47 b
HATS-48 A b,HATS-48 A b,exact,HATS-48 A b
HATS-49 b,HATS-49 b,exact,HATS-49 b
HATS-5 b,HATS-5 b,exact,HATS-5 b
HATS-50 b,HATS-50 b,exact,HATS-50 b
HATS-51 b,HATS-51 b,exact,HATS-51 b
HATS-52 b,HATS-52 b,exact,HATS-52 b
HATS-53 b,HATS-53 b,exact,HATS-53 b
HATS-54 b,HATS-54 b,exact,HATS-54 b
HATS-55 b,HATS-55 b,exact,HATS-55 b
HATS-56 b,HATS-56 b,exact,HATS-56 b
HATS-57 b,HATS-57 b,exact,HATS-57 b
HATS-58 A b,HATS-58 A b,exact,HATS-58 A b
HATS-59 b,HATS-59 b,exact,HATS-59 b
HATS-59 c,HATS-59 c,exact,HATS-59 c
HATS-6 b,HATS-6 b,exact,HATS-6 b
HATS-60 b,HATS-60 b,exact,HATS-60 b
HATS-61 b,HATS-61 b,exact,HATS-61 b
HATS-62 b,HATS-62 b,exact,HATS-62 b
HATS-63 b,HATS-63 b,exact,HATS-63 b
HATS-64 b,HATS-64 b,exact,HATS-64 b
HATS-65 b,HATS-65 b,exact,HATS-65 b
HATS-66 b,HATS-66 b,exact,HATS-66 b
HATS-67 b,HATS-67 b,exact,HATS-67 b
HATS-68 b,HATS-68 b,exact,HATS-68 b
HATS-69 b,HATS-69 b,exact,HATS-69 b
HATS-7 b,HATS-7 b,exact,HATS-7 b
HATS-70 b,HATS-70 b,exact,HATS-70 b
HATS-71 b,HATS-71 b,exact,HATS-71 b
HATS-72 b,HATS-72 b,exact,HATS-72 b
HATS-74 A b,HATS-74 A b,exact,HATS-74 A b
HATS-75 b,HATS-75 b,exact,HATS-75 b
HATS-76 b,HATS-76 b,exact,HATS-76 b
HATS-77 b,HATS-77 b,exact,HATS-77 b
HATS-8 b,HATS-8 b,exact,HATS-8 b
HATS-9 b,HATS-9 b,exact,HATS-9 b
HD 100508 b,HD 100508 b,exact,HD 100508 b
HD 100546 b,HD 100546 b,exact,HD 100546 b
HD 100655 b,HD 100655 b,exact,HD 100655 b
HD 100777 b,HD 100777 b,exact,HD 100777 b
HD 101581 b,HD 101581 b,exact,HD 101581 b
HD 101581 c,HD 101581 c,exact,HD 101581 c
HD 10180 c,HD 10180 c,exact,HD 10180 c
HD 10180 d,HD 10180 d,exact,HD 10180 d
HD 10180 e,HD 10180 e,exact,HD 10180 e
HD 10180 f,HD 10180 f,exact,HD 10180 f
HD 10180 g,HD 10180 g,exact,HD 10180 g
HD 10180 h,HD 10180 h,exact,HD 10180 h
HD 101930 b,HD 101930 b,exact,HD 101930 b
HD 102117 b,HD 102117 b,exact,HD 102117 b
HD 102195 b,HD 102195 b,exact,HD 102195 b
HD 102272 b,HD 102272 b,exact,HD 102272 b
HD 102329 b,HD 102329 b,exact,HD 102329 b
HD 102329 c,HD 102329 c,exact,HD 102329 c
HD 102843 b,HD 102843 b,exact,HD 102843 b
HD 102888 b,HD 102888 b,exact,HD 102888 b
HD 102956 b,HD 102956 b,exact,HD 102956 b
HD 103197 b,HD 103197 b,exact,HD 103197 b
HD 103720 b,HD 103720 b,exact,HD 103720 b
HD 103774 b,HD 103774 b,exact,HD 103774 b
HD 103891 b,HD 103891 b,exact,HD 103891 b
HD 103949 b,HD 103949 b,exact,HD 103949 b
HD 104067 b,HD 104067 b,exact,HD 104067 b
HD 104067 c,HD 104067 c,exact,HD 104067 c
HD 10442 b,HD 10442 b,exact,HD 10442 b
HD 104985 b,HD 104985 b,exact,HD 104985 b
HD 105618 b,HD 105618 b,exact,HD 105618 b
HD 105618 c,HD 105618 c,exact,HD 105618 c
HD 105779 b,HD 105779 b,exact,HD 105779 b
HD 106252 b,HD 106252 b,exact,HD 106252 b
HD 106270 b,HD 106270 b,exact,HD 106270 b
HD 106315 b,HD 106315 b,exact,HD 106315 b
HD 106315 c,HD 106315 c,exact,HD 106315 c
HD 10647 b,HD 10647 b,exact,HD 10647 b
HD 106515 A b,HD 106515 A b,exact,HD 106515 A b
HD 106906 b,HD 106906 b,exact,HD 106906 b
HD 10697 b,HD 10697 b,exact,HD 10697 b
HD 107148 b,HD 107148 b,exact,HD 107148 b
HD 107148 c,HD 107148 c,exact,HD 107148 c
HD 108147 b,HD 108147 b,exact,HD 108147 b
HD 108202 b,HD 108202 b,exact,HD 108202 b
HD 108236 b,HD 108236 b,exact,HD 108236 b
HD 108236 c,HD 108236 c,exact,HD 108236 c
HD 108236 e,HD 108236 e,exact,HD 108236 e
HD 108236 f,HD 108236 f,exact,HD 108236 f
HD 108341 b,HD 108341 b,exact,HD 108341 b
HD 108863 b,HD 108863 b,exact,HD 108863 b
HD 108874 b,HD 108874 b,exact,HD 108874 b
HD 108874 c,HD 108874 c,exact,HD 108874 c
HD 109246 b,HD 109246 b,exact,HD 109246 b
HD 109271 b,HD 109271 b,exact,HD 109271 b
HD 109271 c,HD 109271 c,exact,HD 109271 c
HD 109286 b,HD 109286 b,exact,HD 109286 b
HD 109749 b,HD 109749 b,exact,HD 109749 b
HD 10975 b,HD 10975 b,exact,HD 10975 b
HD 109833 b,HD 109833 b,exact,HD 109833 b
HD 109833 c,HD 109833 c,exact,HD 109833 c
HD 109988 b,HD 109988 b,exact,HD 109988 b
HD 110014 b,HD 110014 b,exact,HD 110014 b
HD 110067 b,HD 110067 b,exact,HD 110067 b
HD 110067 c,HD 110067 c,exact,HD 110067 c
HD 110067 d,HD 110067 d,exact,HD 110067 d
HD 110067 e,HD 110067 e,exact,HD 110067 e
HD 110067 f,HD 110067 f,exact,HD 110067 f
HD 110067 g,HD 110067 g,exact,HD 110067 g
HD 110082 b,HD 110082 b,exact,HD 110082 b
HD 110113 b,HD 110113 b,exact,HD 110113 b
HD 110113 c,HD 110113 c,exact,HD 110113 c
HD 110537 b,HD 110537 b,exact,HD 110537 b
HD 11112 b,HD 11112 b,exact,HD 11112 b
HD 111232 b,HD 111232 b,exact,HD 111232 b
HD 111232 c,HD 111232 c,exact,HD 111232 c
HD 111591 b,HD 111591 b,exact,HD 111591 b
HD 111998 b,HD 111998 b,exact,HD 111998 b
HD 112300 b,HD 112300 b,exact,HD 112300 b
HD 112570 b,HD 112570 b,exact,HD 112570 b
HD 112640 b,HD 112640 b,exact,HD 112640 b
HD 113337 b,HD 113337 b,exact,HD 113337 b
HD 113337 c,HD 113337 c,exact,HD 113337 c
HD 11343 c,HD 11343 c,exact,HD 11343 c
HD 113538 b,HD 113538 b,exact,HD 113538 b
HD 113538 c,HD 113538 c,exact,HD 113538 c
HD 113996 b,HD 113996 b,exact,HD 113996 b
HD 114082 b,HD 114082 b,exact,HD 114082 b
HD 114386 b,HD 114386 b,exact,HD 114386 b
HD 114386 c,HD 114386 c,exact,HD 114386 c
HD 114729 b,HD 114729 b,exact,HD 114729 b
HD 114783 b,HD 114783 b,exact,HD 114783 b
HD 114783 c,HD 114783 c,exact,HD 114783 c
HD 11505 b,HD 11505 b,exact,HD 11505 b
HD 11506 b,HD 11506 b,exact,HD 11506 b
HD 11506 c,HD 11506 c,exact,HD 11506 c
HD 11506 d,HD 11506 d,exact,HD 11506 d
HD 115404 A b,HD 115404 A b,exact,HD 115404 A b
HD 115404 A c,HD 115404 A c,exact,HD 115404 A c
HD 115954 b,HD 115954 b,exact,HD 115954 b
HD 116029 b,HD 116029 b,exact,HD 116029 b
HD 116029 c,HD 116029 c,exact,HD 116029 c
HD 117207 b,HD 117207 b,exact,HD 117207 b
HD 11755 b,HD 11755 b,exact,HD 11755 b
HD 117618 b,HD 117618 b,exact,HD 117618 b
HD 118203 b,HD 118203 b,exact,HD 118203 b
HD 118203 c,HD 118203 c,exact,HD 118203 c
HD 11964 b,HD 11964 b,exact,HD 11964 b
HD 11964 c,HD 11964 c,exact,HD 11964 c
HD 11977 b,HD 11977 b,exact,HD 11977 b
HD 120084 b,HD 120084 b,exact,HD 120084 b
HD 121504 b,HD 121504 b,exact,HD 121504 b
HD 12235 b,HD 12235 b,exact,HD 12235 b
HD 12235 c,HD 12235 c,exact,HD 12235 c
HD 122562 c,HD 122562 c,exact,HD 122562 c
HD 124330 b,HD 124330 b,exact,HD 124330 b
HD 12484 b,HD 12484 b,exact,HD 12484 b
HD 125271 b,HD 125271 b,exact,HD 125271 b
HD 125390 b,HD 125390 b,exact,HD 125390 b
HD 125595 b,HD 125595 b,exact,HD 125595 b
HD 125612 b,HD 125612 b,exact,HD 125612 b
HD 125612 c,HD 125612 c,exact,HD 125612 c
HD 125612 d,HD 125612 d,exact,HD 125612 d
HD 12648 b,HD 12648 b,exact,HD 12648 b
HD 126525 b,HD 126525 b,exact,HD 126525 b
HD 12661 b,HD 12661 b,exact,HD 12661 b
HD 12661 c,HD 12661 c,exact,HD 12661 c
HD 126614 b,HD 126614 A b,resolved,HD 126614 b
HD 127506 b,HD 127506 b,exact,HD 127506 b
HD 128311 b,HD 128311 b,exact,HD 128311 b
HD 128311 c,HD 128311 c,exact,HD 128311 c
HD 128356 b,HD 128356 b,exact,HD 128356 b
HD 128717 b,HD 128717 b,exact,HD 128717 b
HD 129445 b,HD 129445 b,exact,HD 129445 b
HD 130322 b,HD 130322 b,exact,HD 130322 b
HD 131496 b,HD 131496 b,exact,HD 131496 b
HD 13167 b,HD 13167 b,exact,HD 13167 b
HD 13189 b,HD 13189 b,exact,HD 13189 b
HD 132406 b,HD 132406 b,exact,HD 132406 b
HD 132563 b,HD 132563 B b,resolved,HD 132563 b
HD 133131 A b,HD 133131 A b,exact,HD 133131 A b
HD 133131 A c,HD 133131 A c,exact,HD 133131 A c
HD 133131 B b,HD 133131 B b,exact,HD 133131 B b
HD 134060 b,HD 134060 b,exact,HD 134060 b
HD 134060 c,HD 134060 c,exact,HD 134060 c
HD 134606 b,HD 134606 b,exact,HD 134606 b
HD 134606 c,HD 134606 c,exact,HD 134606 c
HD 134606 d,HD 134606 d,exact,HD 134606 d
HD 134606 e,HD 134606 e,exact,HD 134606 e
HD 134606 f,HD 134606 f,exact,HD 134606 f
HD 134987 b,HD 134987 b,exact,HD 134987 b
HD 134987 c,HD 134987 c,exact,HD 134987 c
HD 135344 A b,HD 135344 A b,exact,HD 135344 A b
HD 135625 b,HD 135625 b,exact,HD 135625 b
HD 135694 b,HD 135694 b,exact,HD 135694 b
HD 135872 b,HD 135872 b,exact,HD 135872 b
HD 136118 b,HD 136118 b,exact,HD 136118 b
HD 136352 b,HD 136352 b,exact,HD 136352 b
HD 136352 c,HD 136352 c,exact,HD 136352 c
HD 136352 d,HD 136352 d,exact,HD 136352 d
HD 136418 b,HD 136418 b,exact,HD 136418 b
HD 136925 b,HD 136925 b,exact,HD 136925 b
HD 13724 c,HD 13724 c,exact,HD 13724 c
HD 137388 b,HD 137388 b,exact,HD 137388 b
HD 137496 b,HD 137496 b,exact,HD 137496 b
HD 137496 c,HD 137496 c,exact,HD 137496 c
HD 13808 b,HD 13808 b,exact,HD 13808 b
HD 13808 c,HD 13808 c,exact,HD 13808 c
HD 13908 b,HD 13908 b,exact,HD 13908 b
HD 13908 c,HD 13908 c,exact,HD 13908 c
HD 13931 b,HD 13931 b,exact,HD 13931 b
HD 139357 b,HD 139357 b,exact,HD 139357 b
HD 1397 b,HD 1397 b,exact,HD 1397 b
HD 14067 b,HD 14067 b,exact,HD 14067 b
HD 140901 b,HD 140901 b,exact,HD 140901 b
HD 140901 c,HD 140901 c,exact,HD 140901 c
HD 141004 b,HD 141004 b,exact,HD 141004 b
HD 141399 b,HD 141399 b,exact,HD 141399 b
HD 141399 c,HD 141399 c,exact,HD 141399 c
HD 141399 d,HD 141399 d,exact,HD 141399 d
HD 141399 e,HD 141399 e,exact,HD 141399 e
HD 141937 b,HD 141937 b,exact,HD 141937 b
HD 142 A d,HD 142 A d,exact,HD 142 A d
HD 142 b,HD 142 b,exact,HD 142 b
HD 142 c,HD 142 c,exact,HD 142 c
HD 142022 A b,HD 142022 b,resolved,HD 142022 A b
HD 142245 b,HD 142245 b,exact,HD 142245 b
HD 142415 b,HD 142415 b,exact,HD 142415 b
HD 143105 b,HD 143105 b,exact,HD 143105 b
HD 143361 b,HD 143361 b,exact,HD 143361 b
HD 143811 AB b,HD 143811 AB b,exact,HD 143811 AB b
HD 144899 b,,unresolved,
HD 145377 b,HD 145377 b,exact,HD 145377 b
HD 145457 b,HD 145457 b,exact,HD 145457 b
HD 145675 c,HD 145675 c,exact,HD 145675 c
HD 145934 b,HD 145934 b,exact,HD 145934 b
HD 1461 b,HD 1461 b,exact,HD 1461 b
HD 1461 c,HD 1461 c,exact,HD 1461 c
HD 147018 b,HD 147018 b,exact,HD 147018 b
HD 147018 c,HD 147018 c,exact,HD 147018 c
HD 147379 b,HD 147379 b,exact,HD 147379 b
HD 147513 b,HD 147513 b,exact,HD 147513 b
HD 14787 b,HD 14787 b,exact,HD 14787 b
HD 147873 b,HD 147873 b,exact,HD 147873 b
HD 147873 c,HD 147873 c,exact,HD 147873 c
HD 148156 b,HD 148156 b,exact,HD 148156 b
HD 148164 b,HD 148164 b,exact,HD 148164 b
HD 148164 c,HD 148164 c,exact,HD 148164 c
HD 148427 b,HD 148427 b,exact,HD 148427 b
HD 149026 b,HD 149026 b,exact,HD 149026 b
HD 149143 b,HD 149143 b,exact,HD 149143 b
HD 149806 b,HD 149806 b,exact,HD 149806 b
HD 150010 b,HD 150010 b,exact,HD 150010 b
HD 1502 b,HD 1502 b,exact,HD 1502 b
HD 150706 b,HD 150706 b,exact,HD 150706 b
HD 151450 b,HD 151450 b,exact,HD 151450 b
HD 151450 c,HD 151450 c,exact,HD 151450 c
HD 152079 b,HD 152079 b,exact,HD 152079 b
HD 152581 b,HD 152581 b,exact,HD 152581 b
HD 152843 b,HD 152843 b,exact,HD 152843 b
HD 152843 c,HD 152843 c,exact,HD 152843 c
HD 15337 b,HD 15337 b,exact,HD 15337 b
HD 15337 c,HD 15337 c,exact,HD 15337 c
HD 153557 b,HD 153557 b,exact,HD 153557 b
HD 153557 c,HD 153557 c,exact,HD 153557 c
HD 153557 d,HD 153557 d,exact,HD 153557 d
HD 153950 b,HD 153950 b,exact,HD 153950 b
HD 154088 b,HD 154088 b,exact,HD 154088 b
HD 154345 b,HD 154345 b,exact,HD 154345 b
HD 154391 b,HD 154391 b,exact,HD 154391 b
HD 154672 b,HD 154672 b,exact,HD 154672 b
HD 154857 b,HD 154857 b,exact,HD 154857 b
HD 154857 c,HD 154857 c,exact,HD 154857 c
HD 155193 b,HD 155193 b,exact,HD 155193 b
HD 155358 b,HD 155358 b,exact,HD 155358 b
HD 155358 c,HD 155358 c,exact,HD 155358 c
HD 155918 b,HD 155918 b,exact,HD 155918 b
HD 155918 c,HD 155918 c,exact,HD 155918 c
HD 156098 b,HD 156098 b,exact,HD 156098 b
HD 156098 c,HD 156098 c,exact,HD 156098 c
HD 156279 b,HD 156279 b,exact,HD 156279 b
HD 156279 c,HD 156279 c,exact,HD 156279 c
HD 156411 b,HD 156411 b,exact,HD 156411 b
HD 156668 b,HD 156668 b,exact,HD 156668 b
HD 156668 c,HD 156668 c,exact,HD 156668 c
HD 156846 b,HD 156846 b,exact,HD 156846 b
HD 158038 b,HD 158038 b,exact,HD 158038 b
HD 158259 b,HD 158259 b,exact,HD 158259 b
HD 158259 c,HD 158259 c,exact,HD 158259 c
HD 158259 d,HD 158259 d,exact,HD 158259 d
HD 158259 e,HD 158259 e,exact,HD 158259 e
HD 158259 f,HD 158259 f,exact,HD 158259 f
HD 158996 b,HD 158996 b,exact,HD 158996 b
HD 15906 b,HD 15906 b,exact,HD 15906 b
HD 15906 c,HD 15906 c,exact,HD 15906 c
HD 159243 b,HD 159243 b,exact,HD 159243 b
HD 159243 c,HD 159243 c,exact,HD 159243 c
HD 159868 b,HD 159868 b,exact,HD 159868 b
HD 159868 c,HD 159868 c,exact,HD 159868 c
HD 1605 b,HD 1605 b,exact,HD 1605 b
HD 1605 c,HD 1605 c,exact,HD 1605 c
HD 160691 b,mu Ara b,resolved,HD 160691 b
HD 160691 c,mu Ara c,resolved,HD 160691 c
HD 160691 d,mu Ara d,resolved,HD 160691 d
HD 160691 e,mu Ara e,resolved,HD 160691 e
HD 161178 b,HD 161178 b,exact,HD 161178 b
HD 16141 b,HD 16141 b,exact,HD 16141 b
HD 16175 b,HD 16175 b,exact,HD 16175 b
HD 162020 b,HD 162020 b,exact,HD 162020 b
HD 163607 b,HD 163607 b,exact,HD 163607 b
HD 163607 c,HD 163607 c,exact,HD 163607 c
HD 16417 b,HD 16417 b,exact,HD 16417 b
HD 164509 b,HD 164509 b,exact,HD 164509 b
HD 164595 b,HD 164595 b,exact,HD 164595 b
HD 164604 b,HD 164604 b,exact,HD 164604 b
HD 164604 c,HD 164604 c,exact,HD 164604 c
HD 164922 b,HD 164922 b,exact,HD 164922 b
HD 164922 c,HD 164922 c,exact,HD 164922 c
HD 164922 d,HD 164922 d,exact,HD 164922 d
HD 164922 e,HD 164922 e,exact,HD 164922 e
HD 165131 b,HD 165131 b,exact,HD 165131 b
HD 165155 b,HD 165155 b,exact,HD 165155 b
HD 1666 b,HD 1666 b,exact,HD 1666 b
HD 166724 b,HD 166724 b,exact,HD 166724 b
HD 167042 b,HD 167042 b,exact,HD 167042 b
HD 16760 b,HD 16760 b,exact,HD 16760 b
HD 167677 b,HD 167677 b,exact,HD 167677 b
HD 167768 b,HD 167768 b,exact,HD 167768 b
HD 168009 b,HD 168009 b,exact,HD 168009 b
HD 168443 b,HD 168443 b,exact,HD 168443 b
HD 168443 c,HD 168443 c,exact,HD 168443 c
HD 168746 b,HD 168746 b,exact,HD 168746 b
HD 168863 b,HD 168863 b,exact,HD 168863 b
HD 1690 b,HD 1690 b,exact,HD 1690 b
HD 16905 b,HD 16905 b,exact,HD 16905 b
HD 169142 b,HD 169142 b,exact,HD 169142 b
HD 169830 b,HD 169830 b,exact,HD 169830 b
HD 169830 c,HD 169830 c,exact,HD 169830 c
HD 170469 b,HD 170469 b,exact,HD 170469 b
HD 17092 b,HD 17092 b,exact,HD 17092 b
HD 171028 b,HD 171028 b,exact,HD 171028 b
HD 171238 b,HD 171238 b,exact,HD 171238 b
HD 17156 b,HD 17156 b,exact,HD 17156 b
HD 173416 b,HD 173416 b,exact,HD 173416 b
HD 174205 b,HD 174205 b,exact,HD 174205 b
HD 175167 b,HD 175167 b,exact,HD 175167 b
HD 175541 b,HD 175541 b,exact,HD 175541 b
HD 175607 b,HD 175607 b,exact,HD 175607 b
HD 17674 b,HD 17674 b,exact,HD 17674 b
HD 176986 b,HD 176986 b,exact,HD 176986 b
HD 176986 c,HD 176986 c,exact,HD 176986 c
HD 176986 d,HD 176986 d,exact,HD 176986 d
HD 177565 b,HD 177565 b,exact,HD 177565 b
HD 177830 b,HD 177830 b,exact,HD 177830 b
HD 177830 c,HD 177830 c,exact,HD 177830 c
HD 178911 B b,HD 178911 B b,exact,HD 178911 B b
HD 179079 b,HD 179079 b,exact,HD 179079 b
HD 179949 b,HD 179949 b,exact,HD 179949 b
HD 180053 b,HD 180053 b,exact,HD 180053 b
HD 18015 b,HD 18015 b,exact,HD 18015 b
HD 180314 b,HD 180314 b,exact,HD 180314 b
HD 180617 b,HD 180617 b,exact,HD 180617 b
HD 180902 b,HD 180902 b,exact,HD 180902 b
HD 181234 b,HD 181234 b,exact,HD 181234 b
HD 181342 b,HD 181342 b,exact,HD 181342 b
HD 18143 b,HD 18143 b,exact,HD 18143 b
HD 18143 c,HD 18143 c,exact,HD 18143 c
HD 181433 b,HD 181433 b,exact,HD 181433 b
HD 181433 c,HD 181433 c,exact,HD 181433 c
HD 181433 d,HD 181433 d,exact,HD 181433 d
HD 181720 b,HD 181720 b,exact,HD 181720 b
HD 183263 b,HD 183263 b,exact,HD 183263 b
HD 183263 c,HD 183263 c,exact,HD 183263 c
HD 183579 b,HD 183579 b,exact,HD 183579 b
HD 184010 b,HD 184010 b,exact,HD 184010 b
HD 184010 c,HD 184010 c,exact,HD 184010 c
HD 184010 d,HD 184010 d,exact,HD 184010 d
HD 18438 b,HD 18438 b,exact,HD 18438 b
HD 185269 b,HD 185269 b,exact,HD 185269 b
HD 185283 b,HD 185283 b,exact,HD 185283 b
HD 18599 b,HD 18599 b,exact,HD 18599 b
HD 187085 b,HD 187085 b,exact,HD 187085 b
HD 187123 b,HD 187123 b,exact,HD 187123 b
HD 187123 c,HD 187123 c,exact,HD 187123 c
HD 18742 b,HD 18742 b,exact,HD 18742 b
HD 188015 b,HD 188015 b,exact,HD 188015 b
HD 188641 b,HD 188641 b,exact,HD 188641 b
HD 189567 b,HD 189567 b,exact,HD 189567 b
HD 189567 c,HD 189567 c,exact,HD 189567 c
HD 189733 b,HD 189733 b,exact,HD 189733 b
HD 190007 b,HD 190007 b,exact,HD 190007 b
HD 190228 b,HD 190228 b,exact,HD 190228 b
HD 190360 b,HD 190360 b,exact,HD 190360 b
HD 190360 c,HD 190360 c,exact,HD 190360 c
HD 190647 b,HD 190647 b,exact,HD 190647 b
HD 190984 b,HD 190984 b,exact,HD 190984 b
HD 191806 b,HD 191806 b,exact,HD 191806 b
HD 191939 b,HD 191939 b,exact,HD 191939 b
HD 191939 c,HD 191939 c,exact,HD 191939 c
HD 191939 d,HD 191939 d,exact,HD 191939 d
HD 191939 e,HD 191939 e,exact,HD 191939 e
HD 191939 f,HD 191939 f,exact,HD 191939 f
HD 191939 g,HD 191939 g,exact,HD 191939 g
HD 192263 b,HD 192263 b,exact,HD 192263 b
HD 192310 b,HD 192310 b,exact,HD 192310 b
HD 192310 c,HD 192310 c,exact,HD 192310 c
HD 192699 b,HD 192699 b,exact,HD 192699 b
HD 194490 b,HD 194490 b,exact,HD 194490 b
HD 195019 b,HD 195019 b,exact,HD 195019 b
HD 196050 b,HD 196050 b,exact,HD 196050 b
HD 196067 b,HD 196067 b,exact,HD 196067 b
HD 196067 c,HD 196067 c,exact,HD 196067 c
HD 19615 b,HD 19615 b,exact,HD 19615 b
HD 196885 A b,HD 196885 b,resolved,HD 196885 A b
HD 197037 b,HD 197037 b,exact,HD 197037 b
HD 199509 b,HD 199509 b,exact,HD 199509 b
HD 19994 b,HD 19994 b,exact,HD 19994 b
HD 20003 b,HD 20003 b,exact,HD 20003 b
HD 20003 c,HD 20003 c,exact,HD 20003 c
HD 200964 b,HD 200964 b,exact,HD 200964 b
HD 200964 c,HD 200964 c,exact,HD 200964 c
HD 202206 c,HD 202206 c,exact,HD 202206 c
HD 202696 b,HD 202696 b,exact,HD 202696 b
HD 202696 c,HD 202696 c,exact,HD 202696 c
HD 202772 A b,HD 202772 A b,exact,HD 202772 A b
HD 203030 b,HD 203030 b,exact,HD 203030 b
HD 20329 b,HD 20329 b,exact,HD 20329 b
HD 203387 b,HD 203387 b,exact,HD 203387 b
HD 203387 c,HD 203387 c,exact,HD 203387 c
HD 2039 b,HD 2039 b,exact,HD 2039 b
HD 204313 b,HD 204313 b,exact,HD 204313 b
HD 204313 c,HD 204313 c,exact,HD 204313 c
HD 204313 e,HD 204313 e,exact,HD 204313 e
HD 204941 b,HD 204941 b,exact,HD 204941 b
HD 205158 b,HD 205158 b,exact,HD 205158 b
HD 205739 b,HD 205739 b,exact,HD 205739 b
HD 206255 b,HD 206255 b,exact,HD 206255 b
HD 206610 b,HD 206610 b,exact,HD 206610 b
HD 206893 b,HD 206893 b,exact,HD 206893 b
HD 206893 c,HD 206893 c,exact,HD 206893 c
HD 207496 b,HD 207496 b,exact,HD 207496 b
HD 20781 b,HD 20781 b,exact,HD 20781 b
HD 20781 c,HD 20781 c,exact,HD 20781 c
HD 20781 d,HD 20781 d,exact,HD 20781 d
HD 20781 e,HD 20781 e,exact,HD 20781 e
HD 20782 b,HD 20782 b,exact,HD 20782 b
HD 207832 b,HD 207832 b,exact,HD 207832 b
HD 207832 c,HD 207832 c,exact,HD 207832 c
HD 207897 b,HD 207897 b,exact,HD 207897 b
HD 20794 b,HD 20794 b,exact,HD 20794 b
HD 20794 d,HD 20794 d,exact,HD 20794 d
HD 20794 e,HD 20794 e,exact,HD 20794 e
HD 20794 f,HD 20794 f,exact,HD 20794 f
HD 208487 b,HD 208487 b,exact,HD 208487 b
HD 208527 b,HD 208527 b,exact,HD 208527 b
HD 20868 b,HD 20868 b,exact,HD 20868 b
HD 208897 b,HD 208897 b,exact,HD 208897 b
HD 209458 b,HD 209458 b,exact,HD 209458 b
HD 210193 b,HD 210193 b,exact,HD 210193 b
HD 210277 b,HD 210277 b,exact,HD 210277 b
HD 210702 b,HD 210702 b,exact,HD 210702 b
HD 211403 b,HD 211403 b,exact,HD 211403 b
HD 211810 b,HD 211810 b,exact,HD 211810 b
HD 211970 b,HD 211970 b,exact,HD 211970 b
HD 212301 b,HD 212301 b,exact,HD 212301 b
